,C,Kernel,p,q,Accuracy,False negative rate,False positive rate
351,5.0,sigmoid,9,8,0.8226950354609929,0.17613636363636365,0.2840909090909091
352,5.0,sigmoid,11,2,0.8404255319148937,0.16761363636363635,0.3203125
353,5.0,sigmoid,11,4,0.875886524822695,0.1512784090909091,0.32457386363636365
354,5.0,sigmoid,11,6,0.8723404255319149,0.1640625,0.3181818181818182
355,5.0,sigmoid,11,8,0.8262411347517731,0.17045454545454544,0.24857954545454544
356,5.0,sigmoid,13,2,0.8581560283687943,0.15553977272727273,0.35795454545454547
357,5.0,sigmoid,13,4,0.8333333333333334,0.14914772727272727,0.3835227272727273
358,5.0,sigmoid,13,6,0.851063829787234,0.18536931818181818,0.25355113636363635
359,5.0,sigmoid,13,8,0.8226950354609929,0.1455965909090909,0.4119318181818182
360,5.0,poly,3,2,0.8014184397163121,0.14133522727272727,0.20880681818181818
361,5.0,poly,3,4,0.8191489361702128,0.10511363636363637,0.18963068181818182
362,5.0,poly,3,6,0.8404255319148937,0.1356534090909091,0.1796875
363,5.0,poly,3,8,0.8439716312056738,0.11505681818181818,0.20667613636363635
364,5.0,poly,5,2,0.8368794326241135,0.11008522727272728,0.23650568181818182
365,5.0,poly,5,4,0.8120567375886525,0.125,0.19886363636363635
366,5.0,poly,5,6,0.7836879432624113,0.1171875,0.20170454545454544
367,5.0,poly,5,8,0.8262411347517731,0.11150568181818182,0.21803977272727273
368,5.0,poly,7,2,0.8014184397163121,0.1612215909090909,0.16477272727272727
369,5.0,poly,7,4,0.8333333333333334,0.13068181818181818,0.16264204545454544
370,5.0,poly,7,6,0.8404255319148937,0.12571022727272727,0.1825284090909091
371,5.0,poly,7,8,0.8049645390070922,0.1278409090909091,0.1825284090909091
372,5.0,poly,9,2,0.8581560283687943,0.12357954545454546,0.18607954545454544
373,5.0,poly,9,4,0.8120567375886525,0.1299715909090909,0.18323863636363635
374,5.0,poly,9,6,0.8723404255319149,0.11008522727272728,0.18821022727272727
375,5.0,poly,9,8,0.8368794326241135,0.14133522727272727,0.19673295454545456
376,5.0,poly,11,2,0.8546099290780141,0.09446022727272728,0.2627840909090909
377,5.0,poly,11,4,0.8617021276595744,0.1015625,0.30042613636363635
378,5.0,poly,11,6,0.8581560283687943,0.09161931818181818,0.24005681818181818
379,5.0,poly,11,8,0.8652482269503546,0.10724431818181818,0.22798295454545456
380,5.0,poly,13,2,0.8652482269503546,0.12713068181818182,0.265625
381,5.0,poly,13,4,0.8652482269503546,0.11150568181818182,0.24360795454545456
382,5.0,poly,13,6,0.8581560283687943,0.1015625,0.26207386363636365
383,5.0,poly,13,8,0.8404255319148937,0.1171875,0.24928977272727273
